,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,y
761,0,24,1,8.0,0,1,1,152.0,0
18169,1,36,1,41.0,0,0,1,124.0,1
9549,1,49,1,35.0,0,0,1,26.0,1
7800,1,47,1,31.0,0,0,1,124.0,1
7879,1,43,1,28.0,0,0,1,124.0,1
5654,1,25,1,32.0,1,1,0,152.0,0
17815,1,26,1,28.0,1,1,1,157.0,0
9569,1,44,1,19.0,0,0,1,26.0,0
11522,1,29,1,30.0,1,1,0,152.0,0
696,0,61,1,28.0,1,0,0,152.0,0
15626,1,54,1,23.0,0,0,1,124.0,1
7735,1,78,1,28.0,0,0,1,26.0,0
24209,0,22,1,8.0,0,1,1,152.0,0
30247,1,36,1,32.0,0,0,1,124.0,1
29822,1,38,1,36.0,0,0,1,26.0,0
1725,1,44,1,28.0,0,0,1,122.0,0
23308,0,73,1,28.0,0,0,1,55.0,0
726,0,23,1,28.0,1,1,0,152.0,0
18065,0,36,1,29.0,1,0,0,152.0,0
16645,1,65,1,28.0,0,0,1,54.0,0
11960,1,21,1,35.0,0,0,1,26.0,0
34839,1,22,1,21.0,0,1,0,152.0,0
6656,0,29,1,29.0,0,0,1,154.0,0
30548,1,22,1,30.0,1,1,0,152.0,0
2111,1,49,1,37.0,0,0,1,26.0,1
17135,1,58,1,4.0,0,0,1,124.0,1
10008,0,69,1,8.0,1,0,0,26.0,0
17222,0,23,1,8.0,1,1,0,152.0,0
31141,1,36,1,38.0,0,0,1,157.0,1
23835,1,44,1,28.0,0,0,1,26.0,1
33659,0,62,1,46.0,1,0,0,26.0,0
18068,1,46,1,28.0,0,0,1,124.0,1
3408,1,39,1,41.0,0,0,1,109.0,1
20006,0,39,1,28.0,0,0,1,124.0,1
6266,0,34,1,8.0,0,0,1,124.0,1
16203,0,36,1,28.0,0,0,1,124.0,1
20676,0,24,1,46.0,1,1,0,160.0,0
25571,1,51,1,3.0,0,0,0,26.0,0
7930,1,28,1,28.0,0,1,1,124.0,1
16873,0,24,1,41.0,1,1,0,152.0,0
4080,0,22,1,8.0,1,1,0,152.0,0
1047,1,24,1,28.0,0,0,1,124.0,1
6557,1,57,1,18.0,0,0,1,26.0,0
23015,1,47,1,46.0,0,2,1,124.0,1
15204,1,40,1,46.0,0,0,1,163.0,1
8087,1,22,1,2.0,0,1,1,152.0,1
3818,0,56,1,28.0,0,0,1,124.0,1
13558,1,42,1,3.0,0,0,1,124.0,1
12348,0,46,1,41.0,0,0,1,26.0,1
31473,0,47,1,8.0,0,0,1,7.0,1
9846,1,49,1,28.0,0,0,1,124.0,1
28389,1,24,1,29.0,1,1,0,152.0,0
11266,0,39,1,41.0,0,0,1,124.0,1
19273,1,57,1,28.0,0,2,1,26.0,1
22292,1,39,1,46.0,0,0,1,124.0,1
26501,1,44,1,16.0,1,0,0,152.0,0
23951,1,27,1,47.0,1,1,0,152.0,0
20969,1,47,1,46.0,0,0,1,11.0,1
25561,1,35,1,41.0,0,1,1,124.0,1
23700,1,58,1,28.0,0,0,1,26.0,1
6080,0,60,1,46.0,1,0,0,31.0,0
32309,1,52,1,28.0,1,0,0,55.0,0
11235,1,59,1,28.0,0,2,1,26.0,1
608,1,34,1,3.0,0,0,1,26.0,1
10325,0,21,1,36.0,1,1,0,160.0,0
33382,0,25,1,11.0,1,1,0,152.0,0
13789,0,38,1,28.0,0,0,1,155.0,1
25434,0,23,1,37.0,1,1,0,152.0,0
30051,0,76,1,28.0,0,0,1,26.0,1
5242,1,57,1,28.0,1,0,0,52.0,0
11437,1,48,1,35.0,0,0,0,25.0,0
26780,1,59,1,46.0,1,0,1,124.0,0
27556,1,24,1,2.0,1,1,0,152.0,0
22073,1,41,1,28.0,0,0,1,124.0,1
14403,1,31,1,28.0,0,1,1,124.0,1
21837,0,38,1,28.0,0,0,1,26.0,1
13842,1,48,1,41.0,0,0,1,124.0,1
18083,1,36,1,28.0,0,0,0,124.0,1
33004,1,27,1,40.0,1,1,0,152.0,0
16893,0,26,1,21.0,1,1,0,152.0,0
17811,0,22,1,15.0,0,1,1,152.0,1
24872,0,45,1,17.0,0,2,1,26.0,1
11823,0,29,1,28.0,0,0,1,122.0,1
28397,1,22,1,46.0,0,0,1,124.0,0
11770,1,32,1,28.0,0,0,1,157.0,1
32299,1,24,1,46.0,1,1,0,152.0,0
22279,1,23,1,36.0,0,1,1,152.0,1
5728,1,20,1,30.0,0,1,1,160.0,0
6448,0,21,1,26.0,0,1,1,160.0,0
31354,0,49,1,28.0,0,0,1,125.0,0
17321,0,23,1,30.0,0,1,1,152.0,1
21575,1,20,1,26.0,0,1,1,160.0,0
15553,1,42,1,39.0,0,0,1,15.0,0
29293,1,54,1,8.0,0,2,1,26.0,1
19461,0,24,1,48.0,0,0,1,124.0,1
1707,1,56,1,8.0,0,0,1,26.0,1
8456,1,30,1,46.0,0,0,1,156.0,1
8595,1,69,1,28.0,0,0,1,26.0,0
32967,0,26,1,28.0,0,1,1,152.0,0
29295,1,58,1,28.0,0,2,1,26.0,0
3520,0,39,1,28.0,0,0,1,124.0,1
12562,1,43,1,28.0,0,0,1,124.0,0
2094,0,22,1,13.0,0,0,1,26.0,1
14341,1,31,1,28.0,0,0,1,124.0,1
6029,1,31,1,28.0,0,0,1,124.0,1
11066,1,23,1,46.0,1,1,0,152.0,0
3713,1,38,1,28.0,0,0,1,124.0,0
5341,0,36,1,28.0,0,0,1,26.0,1
28825,1,51,1,27.0,0,0,1,157.0,1
31125,0,80,1,28.0,0,0,1,26.0,1
4567,1,20,1,30.0,1,1,0,159.0,0
11473,1,44,1,28.0,0,0,1,124.0,1
14324,1,44,1,6.0,0,0,1,124.0,1
35092,1,57,1,8.0,1,0,0,26.0,0
13533,0,27,1,15.0,1,1,0,152.0,0
5822,1,33,1,18.0,0,0,1,26.0,1
28289,0,46,1,28.0,0,0,1,156.0,1
9263,1,36,1,28.0,0,0,1,154.0,0
28995,0,76,1,18.0,0,0,1,124.0,1
11340,0,23,1,45.0,0,1,1,160.0,0
18377,1,48,1,46.0,0,0,1,11.0,1
8492,1,62,1,36.0,0,0,0,124.0,0
26338,0,24,1,8.0,1,1,0,152.0,0
27996,0,27,1,2.0,0,1,1,152.0,1
2039,1,55,1,41.0,1,0,1,124.0,0
23620,1,24,1,35.0,1,1,0,152.0,0
35672,1,43,1,46.0,0,0,1,124.0,0
20383,1,62,1,8.0,0,0,1,7.0,1
436,0,45,1,28.0,0,0,1,26.0,1
9376,1,38,1,14.0,0,0,1,157.0,1
2104,0,63,1,15.0,0,0,1,26.0,1
6684,0,43,1,19.0,0,0,1,26.0,1
10490,0,60,1,28.0,0,0,1,124.0,1
14109,0,26,1,28.0,1,1,0,152.0,0
6046,1,43,1,31.0,0,0,1,124.0,1
28113,1,57,1,28.0,0,2,1,124.0,1
29574,1,23,1,28.0,0,1,1,152.0,1
12814,0,46,1,28.0,1,0,0,122.0,0
28391,1,27,1,11.0,0,1,1,152.0,0
16441,1,51,1,28.0,1,0,0,35.0,0
22273,1,54,1,36.0,0,0,1,152.0,1
19660,1,55,1,24.0,0,2,1,124.0,1
20593,1,32,1,31.0,0,1,1,152.0,0
17656,1,47,1,28.0,0,1,1,26.0,1
28618,0,21,1,2.0,0,1,1,160.0,0
31352,1,22,1,15.0,0,1,1,163.0,1
5100,1,47,1,20.0,0,0,1,124.0,1
5707,0,23,1,50.0,1,1,0,152.0,0
29255,1,58,1,8.0,1,0,0,124.0,0
20327,1,37,1,15.0,0,0,1,154.0,1
4223,0,21,1,36.0,0,1,1,152.0,0
21974,1,45,1,18.0,0,0,1,154.0,1
15172,1,61,1,28.0,0,0,0,26.0,0
14520,1,37,1,29.0,0,0,1,124.0,1
9608,1,69,1,33.0,0,0,1,157.0,1
10971,1,41,1,45.0,0,0,1,26.0,1
8362,1,53,1,28.0,0,0,1,124.0,1
4767,1,44,1,28.0,0,0,1,29.0,1
5407,0,43,1,28.0,0,0,1,124.0,1
8812,1,36,1,14.0,0,0,1,26.0,1
36712,0,23,1,2.0,0,1,1,26.0,0
7125,1,32,1,6.0,0,0,1,154.0,1
5846,0,39,1,28.0,0,0,1,124.0,1
6422,0,48,1,28.0,0,0,1,124.0,1
27852,1,55,1,45.0,0,0,1,124.0,1
25699,1,23,1,41.0,0,1,1,152.0,1
23841,1,42,1,45.0,0,0,1,26.0,1
30442,0,54,1,3.0,0,0,1,155.0,1
36932,1,24,1,28.0,1,1,0,152.0,0
7020,1,27,1,45.0,0,1,1,152.0,1
11281,0,53,1,28.0,0,0,1,124.0,1
18434,0,30,1,27.0,1,1,0,152.0,0
36710,1,35,1,28.0,0,0,1,154.0,0
9452,1,40,1,36.0,0,0,1,124.0,0
9743,1,29,1,28.0,0,0,1,26.0,1
6588,0,51,1,28.0,1,0,0,122.0,0
25923,0,40,1,28.0,0,0,1,4.0,0
32462,1,58,1,28.0,0,0,1,26.0,1
21287,1,26,1,11.0,0,1,1,152.0,1
13464,1,30,1,41.0,0,0,1,124.0,1
2485,1,41,1,0.0,0,0,1,122.0,1
29549,1,24,1,46.0,1,1,0,152.0,0
32477,1,42,1,7.0,0,0,1,26.0,1
15285,0,46,1,8.0,0,0,1,124.0,0
11806,0,23,1,15.0,0,1,0,152.0,0
7097,1,27,1,7.0,0,0,1,124.0,1
15836,0,50,1,28.0,0,0,1,26.0,1
3339,0,61,1,28.0,0,0,1,26.0,0
27294,1,34,1,30.0,0,0,1,26.0,1
5472,1,21,1,15.0,0,1,0,152.0,0
14544,1,36,1,9.0,0,0,0,26.0,0
16145,0,56,1,31.0,0,0,1,124.0,1
2348,0,23,1,28.0,0,1,1,122.0,1
28010,1,47,1,28.0,0,0,1,26.0,1
2844,1,24,1,46.0,0,1,1,152.0,0
6605,1,45,1,28.0,0,2,1,26.0,1
18555,0,32,1,47.0,0,0,1,156.0,1
22362,1,41,1,25.0,0,0,1,26.0,1
26697,1,30,1,30.0,0,0,1,124.0,1
11375,1,23,1,6.0,1,1,0,152.0,0
10873,1,60,1,28.0,0,0,1,124.0,1
3286,0,53,1,46.0,0,0,1,124.0,1
29771,1,36,1,28.0,0,0,1,154.0,1
25621,0,34,1,8.0,0,0,1,124.0,1
24297,1,47,1,46.0,1,0,1,26.0,0
21086,0,53,1,46.0,1,0,0,120.0,0
19598,0,55,1,28.0,0,0,1,26.0,0
20196,0,26,1,14.0,1,1,0,152.0,0
12759,0,31,1,50.0,0,0,1,156.0,1
12827,0,25,1,36.0,1,1,0,152.0,0
19988,0,35,1,29.0,0,0,1,124.0,0
20304,1,48,1,28.0,0,0,1,26.0,1
16306,1,51,1,8.0,0,0,1,124.0,0
1969,0,49,1,18.0,1,0,0,124.0,0
22900,0,23,1,50.0,0,1,1,152.0,0
31506,1,49,1,28.0,0,2,1,26.0,1
25524,1,43,1,28.0,0,0,1,26.0,1
31484,0,50,1,28.0,0,0,1,154.0,1
11734,0,41,1,28.0,0,0,1,122.0,1
10209,0,42,1,28.0,0,0,1,124.0,0
22696,1,59,1,28.0,1,0,0,26.0,0
24363,0,52,1,8.0,0,0,0,26.0,0
17536,0,21,1,15.0,0,1,1,152.0,0
32044,1,53,1,28.0,0,0,1,124.0,1
23162,1,47,1,48.0,1,0,0,124.0,0
2864,1,42,1,46.0,0,0,1,124.0,1
252,1,46,1,12.0,0,0,1,26.0,1
5072,0,45,1,28.0,0,0,1,26.0,1
676,1,50,0,12.0,0,0,1,26.0,1
30494,1,41,1,35.0,0,0,1,124.0,1
21463,0,29,1,28.0,0,0,1,158.0,1
27303,1,51,1,28.0,0,0,1,124.0,1
24672,0,22,1,28.0,0,0,1,154.0,1
11608,1,45,1,28.0,0,0,1,26.0,1
4537,0,45,1,33.0,0,0,0,26.0,0
32518,1,74,1,28.0,0,2,1,26.0,0
18623,0,72,1,28.0,0,0,1,122.0,0
32905,0,24,1,37.0,1,1,0,152.0,0
20223,0,21,1,47.0,1,1,0,160.0,0
15566,0,22,1,9.0,0,1,0,26.0,0
9362,0,69,1,36.0,1,0,0,124.0,0
11586,0,44,1,29.0,0,0,1,26.0,0
11071,0,72,1,28.0,0,0,1,26.0,0
18229,0,24,1,3.0,1,1,0,152.0,0
29181,1,56,1,28.0,0,0,1,26.0,0
1826,1,54,1,41.0,0,0,1,12.0,1
10259,0,39,1,41.0,0,0,1,26.0,1
25080,0,23,1,41.0,1,1,0,152.0,0
35741,0,30,1,41.0,1,1,0,152.0,0
21562,0,28,1,30.0,0,1,1,26.0,1
28413,1,43,1,15.0,0,0,1,26.0,0
24402,1,44,0,28.0,1,0,0,26.0,0
1221,0,27,1,15.0,0,1,1,152.0,0
13167,0,33,1,11.0,1,0,1,157.0,0
31123,0,23,1,37.0,0,1,1,152.0,1
36737,1,23,1,2.0,0,1,1,152.0,0
21616,0,42,1,8.0,0,0,1,26.0,1
31576,1,72,1,8.0,0,0,1,26.0,0
13214,0,57,1,28.0,0,2,1,26.0,1
20152,1,43,1,7.0,1,0,0,152.0,0
9390,0,23,1,36.0,0,1,0,152.0,0
30693,0,44,1,28.0,0,0,1,26.0,1
15845,1,56,1,28.0,0,0,0,125.0,0
28909,1,45,1,47.0,0,0,1,26.0,0
9058,0,24,1,28.0,0,1,1,152.0,1
1974,0,65,1,18.0,0,0,1,156.0,1
11189,1,26,1,3.0,1,1,0,152.0,0
27990,0,45,1,28.0,0,0,1,124.0,0
8387,1,26,1,28.0,1,1,0,152.0,0
31592,0,38,1,28.0,0,0,1,26.0,1
2803,1,52,1,40.0,0,2,1,61.0,0
33557,1,72,1,28.0,0,0,1,124.0,0
31219,1,45,1,21.0,1,0,0,152.0,0
25630,1,54,1,15.0,0,0,1,156.0,1
24240,1,49,1,8.0,0,0,1,26.0,0
16826,0,71,1,8.0,0,0,1,7.0,0
9272,1,21,1,28.0,0,1,0,153.0,0
24573,1,43,1,37.0,1,0,0,124.0,0
1398,1,36,1,28.0,0,0,1,26.0,1
23893,0,39,1,36.0,0,0,1,26.0,1
24975,1,44,1,8.0,0,0,1,124.0,0
29791,1,48,1,8.0,0,0,1,124.0,1
21870,1,73,1,28.0,0,2,1,122.0,1
17504,0,57,1,15.0,1,0,0,14.0,0
17497,1,39,1,48.0,0,0,1,124.0,0
9601,0,31,1,50.0,0,1,1,152.0,0
3236,1,55,1,7.0,0,0,1,30.0,0
28104,0,24,1,49.0,1,1,0,151.0,0
30878,1,43,1,28.0,0,0,1,35.0,1
3777,0,42,1,28.0,0,0,0,26.0,0
33381,1,76,1,48.0,0,0,1,26.0,0
3480,1,64,1,9.0,1,0,0,26.0,0
16916,1,36,1,8.0,0,0,1,124.0,1
22825,0,59,1,46.0,0,0,1,156.0,0
17698,0,25,1,15.0,1,1,0,152.0,0
9469,0,34,1,28.0,0,0,1,122.0,1
2638,1,52,1,8.0,0,2,1,26.0,0
21171,0,42,1,29.0,0,0,1,26.0,1
2644,1,71,1,8.0,0,0,1,7.0,0
24089,1,42,1,41.0,0,0,1,124.0,0
17008,1,34,1,28.0,0,0,1,122.0,1
26806,0,24,1,3.0,1,1,1,152.0,0
7990,1,39,1,28.0,0,0,1,124.0,1
34921,1,22,1,47.0,1,1,0,152.0,0
32181,0,39,1,28.0,0,0,1,26.0,1
7977,1,27,1,34.0,1,1,0,152.0,0
928,1,33,1,21.0,0,0,1,157.0,1
17964,1,25,1,30.0,1,1,0,152.0,0
25503,1,56,1,43.0,0,0,1,154.0,0
3673,0,26,1,41.0,0,1,1,152.0,1
35309,1,21,1,35.0,0,1,1,160.0,0
30634,1,24,1,45.0,1,1,1,160.0,0
13729,1,58,1,33.0,0,0,1,52.0,1
325,1,37,1,30.0,0,0,1,124.0,1
3086,0,21,1,36.0,0,1,1,160.0,0
499,0,24,1,15.0,0,1,1,152.0,1
32753,1,77,1,50.0,0,0,1,26.0,0
7308,0,44,1,28.0,0,0,1,124.0,1
32595,0,71,1,43.0,0,0,1,26.0,1
6002,0,28,1,18.0,0,0,1,156.0,1
37007,1,22,1,49.0,0,1,1,152.0,0
1673,0,35,1,18.0,0,0,1,156.0,1
10156,0,58,1,50.0,1,0,0,124.0,0
18719,1,38,1,28.0,0,0,1,122.0,1
8853,1,63,1,5.0,0,0,1,124.0,1
30577,1,38,1,9.0,1,0,0,124.0,0
30280,1,69,1,28.0,0,1,0,1.0,0
28636,1,55,1,28.0,0,0,1,3.0,0
14461,1,70,1,28.0,0,0,1,26.0,1
18203,1,47,1,28.0,0,0,1,26.0,1
9748,1,40,1,28.0,0,0,1,124.0,0
26452,0,29,1,26.0,0,1,1,26.0,1
35099,1,32,1,47.0,0,0,0,124.0,0
25800,0,52,1,8.0,0,0,1,26.0,1
8999,0,32,1,41.0,1,1,0,152.0,0
4018,0,53,1,8.0,1,0,0,152.0,0
9978,1,40,1,28.0,0,0,1,122.0,1
32409,0,54,1,11.0,0,0,1,26.0,0
25670,1,24,1,28.0,1,1,0,152.0,0
7642,1,55,1,36.0,0,0,1,26.0,0
33634,1,65,1,28.0,1,0,0,26.0,0
1940,0,28,1,27.0,0,1,1,160.0,1
29190,0,23,1,14.0,1,1,0,152.0,0
7092,0,45,1,34.0,0,0,1,26.0,1
4419,1,45,1,8.0,0,0,1,7.0,1
27972,1,77,1,48.0,0,0,1,15.0,1
4679,1,48,1,28.0,0,0,0,157.0,0
17828,1,54,1,28.0,1,0,0,124.0,0
10809,1,63,1,8.0,0,0,1,124.0,0
18809,0,29,1,11.0,1,0,1,157.0,0
25160,0,34,1,28.0,0,2,1,122.0,1
26326,0,60,1,45.0,0,0,1,154.0,0
24558,1,48,1,36.0,0,0,1,124.0,1
27351,1,33,1,28.0,1,1,0,152.0,0
4127,1,40,1,28.0,0,0,1,26.0,0
10126,1,50,1,28.0,0,2,1,26.0,1
2467,1,31,1,10.0,0,1,1,124.0,1
11309,0,23,1,29.0,1,1,0,152.0,0
12483,0,35,1,8.0,0,0,1,156.0,1
15832,1,21,1,6.0,1,1,0,152.0,0
33888,1,27,1,28.0,0,1,1,152.0,0
2403,1,46,1,28.0,0,2,1,124.0,1
4808,0,22,1,13.0,1,1,1,26.0,0
23230,1,42,1,28.0,0,0,1,26.0,1
9400,0,78,1,0.0,1,0,0,96.0,0
7762,1,49,1,28.0,0,0,1,124.0,1
5967,1,22,1,10.0,1,1,0,152.0,0
9565,0,36,1,28.0,0,0,1,124.0,0
16268,1,26,1,30.0,1,1,0,152.0,0
36929,0,50,1,28.0,0,0,1,124.0,0
6665,0,73,1,28.0,0,2,1,26.0,0
16223,1,39,1,28.0,1,0,0,124.0,0
20406,1,42,1,41.0,0,0,1,124.0,1
23602,1,41,1,28.0,0,0,1,124.0,1
33293,1,61,1,28.0,0,0,1,124.0,0
24093,1,58,1,23.0,0,0,1,124.0,1
15125,1,41,1,28.0,0,0,1,124.0,1
13221,1,20,1,8.0,1,1,0,160.0,0
2428,1,74,1,41.0,0,0,1,3.0,1
7832,1,52,1,28.0,0,0,1,26.0,0
17961,0,48,1,28.0,0,2,1,26.0,1
15717,1,32,1,8.0,1,0,0,154.0,0
1493,1,65,1,28.0,0,0,1,26.0,1
21144,1,45,1,15.0,0,0,1,124.0,1
28168,0,45,1,28.0,0,2,1,122.0,0
23261,0,24,1,6.0,1,1,0,152.0,0
14046,0,24,1,39.0,0,1,1,152.0,1
4062,1,51,1,28.0,0,0,1,52.0,1
5644,0,73,1,28.0,1,0,1,26.0,0
9906,0,60,1,28.0,0,0,1,156.0,0
19342,0,62,1,28.0,1,0,0,26.0,0
31833,0,46,1,28.0,0,0,1,26.0,1
7973,1,36,1,28.0,0,0,1,55.0,0
30547,1,44,1,8.0,0,0,1,157.0,1
13963,0,51,1,33.0,0,0,1,163.0,1
31448,0,46,1,48.0,0,0,1,156.0,1
16581,1,72,1,39.0,0,0,1,26.0,0
17417,0,41,1,35.0,0,0,1,156.0,1
25326,1,50,1,15.0,0,0,1,26.0,1
9577,0,21,1,30.0,0,1,1,152.0,0
24582,0,29,1,28.0,1,1,0,152.0,0
27442,0,80,1,20.0,1,0,0,26.0,0
9434,0,65,1,8.0,0,2,1,156.0,1
28284,1,50,1,43.0,0,2,1,26.0,1
36862,1,22,1,50.0,1,1,0,152.0,0
18461,1,48,1,16.0,0,0,1,26.0,0
34483,0,32,1,15.0,1,1,0,152.0,0
37165,1,56,1,7.0,0,0,1,26.0,0
29932,1,23,1,8.0,1,1,0,160.0,0
32832,1,59,1,11.0,0,0,1,124.0,0
4537,1,36,1,11.0,0,0,1,124.0,1
24755,0,47,1,46.0,0,0,1,26.0,0
32197,1,32,1,15.0,0,0,1,156.0,0
10214,1,58,1,48.0,0,2,1,26.0,1
15214,1,37,1,34.0,0,0,1,157.0,1
4636,1,46,1,8.0,0,0,0,26.0,0
7561,0,46,1,36.0,1,0,0,124.0,0
32424,1,38,1,28.0,1,0,1,26.0,0
23938,1,24,1,13.0,1,1,0,152.0,0
17130,0,26,1,28.0,1,1,0,152.0,0
3522,1,25,1,51.0,1,1,0,152.0,0
36025,1,60,1,28.0,0,0,1,124.0,0
31280,0,29,1,37.0,1,1,0,160.0,0
10791,0,21,1,4.0,0,1,1,152.0,0
1740,1,24,1,11.0,1,1,0,152.0,0
19197,1,22,1,21.0,0,1,1,152.0,1
21582,0,34,1,15.0,0,0,1,157.0,1
31393,1,52,1,21.0,0,0,1,26.0,1
14951,0,44,1,28.0,0,0,1,26.0,0
20819,1,62,1,28.0,0,0,1,122.0,1
1364,1,68,1,28.0,1,0,0,122.0,0
30799,1,58,1,45.0,0,0,1,124.0,1
29690,0,43,1,28.0,0,0,1,26.0,1
31652,1,36,1,28.0,0,0,1,26.0,1
3734,1,30,1,46.0,0,0,1,26.0,1
23164,0,21,1,41.0,0,1,1,152.0,0
12058,1,41,1,41.0,0,0,1,12.0,1
2801,0,47,1,28.0,0,0,0,25.0,0
8877,0,26,1,28.0,0,0,1,157.0,1
15158,1,53,1,28.0,0,0,1,26.0,1
12315,0,54,1,28.0,0,0,1,26.0,1
4104,1,42,1,18.0,0,0,1,163.0,1
25246,0,60,1,28.0,0,0,1,124.0,0
25684,1,46,1,28.0,0,0,1,122.0,1
29763,1,52,1,29.0,0,0,0,124.0,0
10914,1,50,1,28.0,0,0,1,26.0,1
19812,0,26,1,37.0,1,1,0,152.0,0
34756,0,52,1,46.0,1,0,0,26.0,0
1944,1,33,1,28.0,0,0,1,154.0,0
31893,1,41,1,46.0,0,0,1,150.0,1
10039,1,38,1,36.0,0,0,1,26.0,1
35744,1,58,1,11.0,1,0,0,26.0,0
27975,1,38,1,35.0,0,0,1,156.0,1
36608,0,44,1,20.0,0,0,1,31.0,0
6025,1,43,1,28.0,0,0,1,124.0,1
1760,1,44,1,28.0,0,0,1,26.0,0
8957,1,41,1,15.0,0,0,1,152.0,0
323,0,41,1,41.0,0,0,0,26.0,0
5767,1,38,1,48.0,1,0,0,124.0,0
7016,1,34,1,28.0,0,0,1,163.0,0
20663,1,45,1,37.0,0,0,1,152.0,1
23980,1,50,1,28.0,0,0,1,124.0,0
9400,1,44,1,41.0,0,0,1,124.0,1
14555,0,67,1,45.0,0,0,1,124.0,1
30190,1,21,1,7.0,1,1,0,160.0,0
17726,1,51,1,28.0,0,0,1,124.0,1
6178,0,43,1,28.0,0,0,1,122.0,1
584,1,25,1,28.0,0,1,1,152.0,1
15307,1,45,1,5.0,0,0,1,26.0,1
2996,0,40,1,28.0,1,0,0,152.0,0
8362,1,25,1,6.0,1,1,0,152.0,0
4547,1,71,1,28.0,0,2,1,26.0,0
18341,1,49,1,6.0,0,0,1,26.0,1
10175,1,33,1,8.0,0,0,1,26.0,1
18587,0,32,1,28.0,0,1,1,26.0,1
4317,1,24,1,9.0,1,1,0,160.0,0
8615,1,26,1,23.0,0,1,1,152.0,1
18347,1,42,1,30.0,1,0,0,152.0,0
17123,1,40,1,8.0,0,0,1,154.0,1
31260,1,61,1,50.0,0,2,1,124.0,1
13387,1,47,1,3.0,1,0,0,152.0,0
33700,1,23,1,30.0,1,1,0,152.0,0
26206,1,26,1,46.0,1,1,0,152.0,0
4741,1,43,1,8.0,0,0,1,124.0,1
16890,1,37,1,8.0,0,0,1,124.0,1
12706,1,38,1,15.0,0,0,1,124.0,1
18355,1,24,1,35.0,1,1,0,152.0,0
15837,0,43,1,28.0,0,0,1,124.0,1
7576,0,41,1,29.0,0,0,1,26.0,1
36080,0,24,1,45.0,1,1,0,152.0,0
7321,1,38,1,39.0,0,0,1,156.0,1
5044,0,21,1,47.0,0,1,1,152.0,0
14160,0,29,1,28.0,0,1,1,124.0,1
16604,1,53,1,28.0,0,0,1,35.0,1
29311,1,66,1,11.0,1,0,0,26.0,0
17999,0,41,1,28.0,0,0,1,122.0,1
16816,1,22,1,36.0,0,1,0,152.0,0
8230,0,48,1,7.0,0,0,1,122.0,1
9850,0,31,1,28.0,0,1,1,154.0,0
2692,0,45,1,28.0,0,0,1,26.0,1
27655,1,43,1,32.0,1,0,0,124.0,0
13398,1,43,1,28.0,0,0,1,26.0,1
6999,1,68,1,28.0,0,2,1,3.0,1
35069,0,25,1,6.0,1,1,0,152.0,0
13697,1,58,1,8.0,0,0,1,26.0,0
27167,1,62,1,52.0,0,0,1,26.0,0
31978,0,44,1,28.0,0,2,1,26.0,0
24787,1,38,1,45.0,0,0,1,156.0,0
29074,1,26,1,17.0,1,1,0,152.0,0
26907,1,26,1,3.0,1,0,0,124.0,0
36946,0,25,1,11.0,1,1,0,152.0,0
11520,0,24,1,2.0,0,1,1,124.0,0
20512,0,51,1,28.0,0,0,1,26.0,1
14609,0,65,1,8.0,1,0,0,124.0,0
11327,1,49,1,33.0,0,0,1,154.0,1
31160,0,37,1,32.0,0,0,1,152.0,0
12846,0,45,1,28.0,0,0,0,122.0,0
14972,1,20,1,28.0,0,0,1,158.0,1
19352,0,69,1,28.0,1,0,0,26.0,0
26216,1,42,1,41.0,0,0,1,124.0,1
22591,0,37,1,35.0,1,0,0,26.0,0
1100,1,60,1,8.0,0,0,1,163.0,1
6508,1,33,1,15.0,0,1,1,151.0,0
12944,1,38,1,15.0,0,0,1,124.0,1
26412,0,79,1,28.0,0,0,1,160.0,1
24638,0,58,1,48.0,0,0,1,26.0,1
2524,1,35,1,41.0,0,0,1,124.0,1
35151,0,21,1,3.0,0,1,1,152.0,0
31073,1,42,1,28.0,0,0,1,124.0,1
635,0,24,1,45.0,1,1,0,152.0,0
33865,1,72,1,36.0,0,0,1,124.0,0
13574,1,50,1,23.0,0,0,1,26.0,1
10410,0,41,1,28.0,0,0,1,26.0,1
3619,0,43,1,28.0,0,0,1,157.0,1
13545,1,55,1,33.0,1,0,0,124.0,0
31158,0,37,1,28.0,0,0,1,124.0,1
20685,0,44,1,0.0,0,0,1,26.0,1
988,1,38,1,15.0,0,0,1,124.0,1
6431,1,52,1,28.0,0,0,1,26.0,1
33699,1,40,1,28.0,0,0,1,26.0,0
5925,0,28,1,45.0,0,1,1,152.0,1
21642,1,34,1,47.0,1,0,0,26.0,0
1523,0,22,1,15.0,1,1,0,160.0,0
32373,1,22,1,35.0,1,1,0,152.0,0
621,1,73,1,28.0,0,0,1,26.0,1
22004,1,39,1,45.0,0,0,1,154.0,1
25814,1,43,1,0.0,0,0,1,122.0,0
28974,1,53,1,7.0,0,0,1,124.0,0
6950,1,40,1,28.0,0,2,1,124.0,1
31815,0,34,1,35.0,1,0,0,152.0,0
25285,0,71,1,28.0,0,0,1,25.0,1
28714,0,21,1,45.0,1,1,0,152.0,0
9143,1,63,1,11.0,0,0,1,26.0,1
5827,1,22,1,18.0,1,1,0,152.0,0
32983,1,21,1,15.0,0,1,1,152.0,0
25659,1,78,1,30.0,1,0,0,124.0,0
8940,1,38,1,28.0,0,0,1,124.0,1
16601,0,51,1,28.0,0,0,1,26.0,1
